127.0.0.1 - - [03/Jul/2016:00:46:51 -0500] "GET / HTTP/1.1" 404 961
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:46:51 -0500] "GET /GVP/index.jsp HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:46:52 -0500] "GET /GVP/Login/validarSession.action HTTP/1.1" 200 1751
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:46:56 -0500] "GET /GVP/Usuario/RegistroUsuario HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:46:56 -0500] "GET /GVP/Login/FormularioLogin.action HTTP/1.1" 200 1751
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:46:56 -0500] "GET /GVP/css/bootstrap/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:46:56 -0500] "GET /GVP/css/font-awesome/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:46:56 -0500] "GET /GVP/css/estilos.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:46:56 -0500] "GET /GVP/css/bootstrap/bootstrap-theme.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:46:56 -0500] "GET /GVP/css/animate/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:46:56 -0500] "GET /GVP/css/fuentes.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:46:56 -0500] "GET /GVP/css/header.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:46:56 -0500] "GET /GVP/css/color.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:46:56 -0500] "GET /GVP/css/form.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:46:56 -0500] "GET /GVP/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:46:56 -0500] "GET /GVP/fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:02 -0500] "POST /GVP/Login/Login HTTP/1.1" 200 8869
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:05 -0500] "GET /GVP/Usuario/Usuarios HTTP/1.1" 200 4573
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:08 -0500] "GET /GVP/Usuario/RegistroUsuario HTTP/1.1" 200 6801
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:08 -0500] "GET /GVP/js/Usuario/query.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:12 -0500] "GET /GVP/Area/listarAreaxResidencia?idResidencia=2 HTTP/1.1" 200 251
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:14 -0500] "GET /GVP/Area/listarAreaxResidencia?idResidencia=1 HTTP/1.1" 200 223
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/Usuario/RegistroUsuario HTTP/1.1" 200 6801
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/css/bootstrap/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/css/bootstrap/bootstrap-theme.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/css/animate/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/css/font-awesome/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/css/formValidation/formValidation.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/js/librerias/jquery-2.2.3.min.js.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/js/librerias/detectMovil.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/js/librerias/formValidation/formValidation.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/js/librerias/fileinput_locale_es.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/css/input-bootstrap/fileinput.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/js/librerias/fileinput.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/js/librerias/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/js/librerias/formValidation/framework/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/js/Usuario/query.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/js/general.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/css/estilos.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/css/header.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/css/fuentes.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/css/form.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/css/color.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:23 -0500] "GET /GVP/fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/Usuario/RegistroUsuario HTTP/1.1" 200 6801
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/css/bootstrap/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/css/formValidation/formValidation.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/css/font-awesome/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/css/animate/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/js/librerias/jquery-2.2.3.min.js.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/css/input-bootstrap/fileinput.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/css/bootstrap/bootstrap-theme.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/css/estilos.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/js/librerias/formValidation/framework/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/js/librerias/detectMovil.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/js/librerias/fileinput.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/js/librerias/formValidation/formValidation.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/js/librerias/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/js/librerias/fileinput_locale_es.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/js/general.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/js/Usuario/query.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/css/header.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/css/layout.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/css/form.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/css/fuentes.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/css/color.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:47:41 -0500] "GET /GVP/fonts/bootstrap/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/Usuario/RegistroUsuario HTTP/1.1" 200 6835
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/css/bootstrap/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/css/formValidation/formValidation.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/css/bootstrap/bootstrap-theme.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/css/font-awesome/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/js/librerias/jquery-2.2.3.min.js.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/js/librerias/detectMovil.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/css/estilos.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/js/librerias/formValidation/formValidation.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/css/animate/animate.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/css/input-bootstrap/fileinput.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/js/librerias/formValidation/framework/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/js/Usuario/validator.js HTTP/1.1" 200 2942
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/js/librerias/fileinput_locale_es.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/js/librerias/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/js/librerias/fileinput.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/js/Usuario/query.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/css/fuentes.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Jul/2016:00:59:24 -0500] "GET /GVP/css/form.css HTTP/1.1" 304 -
